     #Energy        Ge_p
   -18.02318     0.00000
   -17.98418     0.00000
   -17.94618     0.00000
   -17.90718     0.00000
   -17.86818     0.00000
   -17.83018     0.00000
   -17.79118     0.00000
   -17.75218     0.00000
   -17.71418     0.00000
   -17.67518     0.00000
   -17.63618     0.00000
   -17.59818     0.00000
   -17.55918     0.00000
   -17.52018     0.00000
   -17.48218     0.00000
   -17.44318     0.00000
   -17.40418     0.00000
   -17.36618     0.00000
   -17.32718     0.00000
   -17.28818     0.00000
   -17.25018     0.00000
   -17.21118     0.00000
   -17.17218     0.00000
   -17.13418     0.00000
   -17.09518     0.00000
   -17.05618     0.00000
   -17.01818     0.00000
   -16.97918     0.00000
   -16.94018     0.00000
   -16.90218     0.00000
   -16.86318     0.00000
   -16.82418     0.00000
   -16.78618     0.00000
   -16.74718     0.00000
   -16.70818     0.00000
   -16.67018     0.00000
   -16.63118     0.00000
   -16.59218     0.00000
   -16.55418     0.00000
   -16.51518     0.00000
   -16.47618     0.00000
   -16.43818     0.00000
   -16.39918     0.00000
   -16.36018     0.00000
   -16.32218     0.00000
   -16.28318     0.00000
   -16.24418     0.00000
   -16.20618     0.00000
   -16.16718     0.00000
   -16.12818     0.00000
   -16.09018     0.00000
   -16.05118     0.00000
   -16.01218     0.00000
   -15.97418     0.00000
   -15.93518     0.00000
   -15.89618     0.00000
   -15.85818     0.00000
   -15.81918     0.00000
   -15.78018     0.00000
   -15.74218     0.00000
   -15.70318     0.00000
   -15.66418     0.00000
   -15.62618     0.00000
   -15.58718     0.00000
   -15.54818     0.00000
   -15.51018     0.00000
   -15.47118     0.00000
   -15.43218     0.00000
   -15.39418     0.00000
   -15.35518     0.00000
   -15.31618     0.00000
   -15.27818     0.00000
   -15.23918     0.00000
   -15.20018     0.00000
   -15.16218     0.00000
   -15.12318     0.00000
   -15.08418     0.00000
   -15.04618     0.00000
   -15.00718     0.00000
   -14.96818     0.00000
   -14.93018     0.00000
   -14.89118     0.00000
   -14.85218     0.00000
   -14.81418     0.00000
   -14.77518     0.00000
   -14.73618     0.00000
   -14.69818     0.00000
   -14.65918     0.00000
   -14.62018     0.00000
   -14.58218     0.00000
   -14.54318     0.00000
   -14.50418     0.00000
   -14.46518     0.00000
   -14.42718     0.00000
   -14.38818     0.00000
   -14.34918     0.00000
   -14.31118     0.00000
   -14.27218     0.00000
   -14.23318     0.00000
   -14.19518     0.00000
   -14.15618     0.00000
   -14.11718     0.00000
   -14.07918     0.00000
   -14.04018     0.00000
   -14.00118     0.00007
   -13.96318     0.00023
   -13.92418     0.00049
   -13.88518     0.00074
   -13.84718     0.00099
   -13.80818     0.00126
   -13.76918     0.00155
   -13.73118     0.00187
   -13.69218     0.00225
   -13.65318     0.00270
   -13.61518     0.00315
   -13.57618     0.00355
   -13.53718     0.00396
   -13.49918     0.00438
   -13.46018     0.00482
   -13.42118     0.00526
   -13.38318     0.00571
   -13.34418     0.00624
   -13.30518     0.00684
   -13.26718     0.00740
   -13.22818     0.00798
   -13.18918     0.00857
   -13.15118     0.00917
   -13.11218     0.00976
   -13.07318     0.01035
   -13.03518     0.01093
   -12.99618     0.01151
   -12.95718     0.01210
   -12.91918     0.01270
   -12.88018     0.01331
   -12.84118     0.01401
   -12.80318     0.01480
   -12.76418     0.01560
   -12.72518     0.01635
   -12.68718     0.01711
   -12.64818     0.01788
   -12.60918     0.01865
   -12.57118     0.01944
   -12.53218     0.02024
   -12.49318     0.02102
   -12.45518     0.02182
   -12.41618     0.02260
   -12.37718     0.02342
   -12.33918     0.02424
   -12.30018     0.02506
   -12.26118     0.02592
   -12.22318     0.02700
   -12.18418     0.02810
   -12.14518     0.02922
   -12.10718     0.03036
   -12.06818     0.03156
   -12.02918     0.03284
   -11.99118     0.03418
   -11.95218     0.03558
   -11.91318     0.03704
   -11.87518     0.03856
   -11.83618     0.04032
   -11.79718     0.04278
   -11.75918     0.04624
   -11.72018     0.04852
   -11.68118     0.04966
   -11.64318     0.04962
   -11.60418     0.04892
   -11.56518     0.05372
   -11.52718     0.05560
   -11.48818     0.05440
   -11.44918     0.05356
   -11.41118     0.05306
   -11.37218     0.05288
   -11.33318     0.05304
   -11.29518     0.05344
   -11.25618     0.05338
   -11.21718     0.05328
   -11.17918     0.05314
   -11.14018     0.05300
   -11.10118     0.05282
   -11.06318     0.05264
   -11.02418     0.05242
   -10.98518     0.05236
   -10.94718     0.05200
   -10.90818     0.05206
   -10.86918     0.05210
   -10.83118     0.05196
   -10.79218     0.05170
   -10.75318     0.05138
   -10.71518     0.05098
   -10.67618     0.05050
   -10.63718     0.04994
   -10.59918     0.04942
   -10.56018     0.04892
   -10.52118     0.04846
   -10.48318     0.04802
   -10.44418     0.04746
   -10.40518     0.04636
   -10.36718     0.04934
   -10.32818     0.04828
   -10.28918     0.04658
   -10.25118     0.04464
   -10.21218     0.04390
   -10.17318     0.04508
   -10.13518     0.04430
   -10.09618     0.04152
   -10.05718     0.03676
   -10.01918     0.02468
    -9.98018     0.01468
    -9.94118     0.00932
    -9.90318     0.00457
    -9.86418     0.00209
    -9.82518     0.00056
    -9.78718     0.00000
    -9.74818     0.00000
    -9.70918     0.00000
    -9.67118     0.00004
    -9.63218     0.00104
    -9.59318     0.00232
    -9.55518     0.00387
    -9.51618     0.00570
    -9.47718     0.00780
    -9.43918     0.01174
    -9.40018     0.01656
    -9.36118     0.02170
    -9.32318     0.02718
    -9.28418     0.03300
    -9.24518     0.03914
    -9.20718     0.06610
    -9.16818     0.06552
    -9.12918     0.06778
    -9.09118     0.06750
    -9.05218     0.06712
    -9.01318     0.07058
    -8.97518     0.06962
    -8.93618     0.07484
    -8.89718     0.07958
    -8.85918     0.08288
    -8.82018     0.08682
    -8.78118     0.09196
    -8.74318     0.09834
    -8.70418     0.10594
    -8.66518     0.11476
    -8.62718     0.12544
    -8.58818     0.13298
    -8.54918     0.13570
    -8.51118     0.20600
    -8.47218     0.30100
    -8.43318     0.33000
    -8.39518     0.31880
    -8.35618     0.26900
    -8.31718     0.22220
    -8.27918     0.20360
    -8.24018     0.18832
    -8.20118     0.17608
    -8.16318     0.16690
    -8.12418     0.15962
    -8.08518     0.15350
    -8.04718     0.14798
    -8.00818     0.14278
    -7.96918     0.13784
    -7.93118     0.13316
    -7.89218     0.12868
    -7.85318     0.12412
    -7.81518     0.11956
    -7.77618     0.11590
    -7.73718     0.11280
    -7.69918     0.11020
    -7.66018     0.10802
    -7.62118     0.10616
    -7.58318     0.10436
    -7.54418     0.10260
    -7.50518     0.10090
    -7.46718     0.09922
    -7.42818     0.09760
    -7.38918     0.09602
    -7.35118     0.09450
    -7.31218     0.09298
    -7.27318     0.09146
    -7.23518     0.08988
    -7.19618     0.08826
    -7.15718     0.08660
    -7.11918     0.08488
    -7.08018     0.08320
    -7.04118     0.08158
    -7.00318     0.08002
    -6.96418     0.07852
    -6.92518     0.07708
    -6.88718     0.07498
    -6.84818     0.07292
    -6.80918     0.07148
    -6.77118     0.07062
    -6.73218     0.06986
    -6.69318     0.06912
    -6.65518     0.06838
    -6.61618     0.06764
    -6.57718     0.06688
    -6.53918     0.06610
    -6.50018     0.06530
    -6.46118     0.06448
    -6.42318     0.06366
    -6.38418     0.06286
    -6.34518     0.06206
    -6.30718     0.06126
    -6.26818     0.06046
    -6.22918     0.05964
    -6.19118     0.05882
    -6.15218     0.05798
    -6.11318     0.05714
    -6.07518     0.05628
    -6.03618     0.05540
    -5.99718     0.05452
    -5.95918     0.05344
    -5.92018     0.05136
    -5.88118     0.04992
    -5.84318     0.04884
    -5.80418     0.04786
    -5.76518     0.04700
    -5.72718     0.04624
    -5.68818     0.04560
    -5.64918     0.04508
    -5.61118     0.04464
    -5.57218     0.04420
    -5.53318     0.04376
    -5.49518     0.04332
    -5.45618     0.04286
    -5.41718     0.04274
    -5.37918     0.09692
    -5.34018     0.20380
    -5.30118     0.27640
    -5.26318     0.31600
    -5.22418     0.38140
    -5.18518     0.48580
    -5.14718     0.73540
    -5.10818     0.54060
    -5.06918     0.53160
    -5.03118     0.52480
    -4.99218     0.51980
    -4.95318     0.51680
    -4.91518     0.55880
    -4.87618     0.48860
    -4.83718     0.48840
    -4.79918     0.47500
    -4.76018     0.45360
    -4.72118     0.42460
    -4.68318     0.41220
    -4.64418     0.40360
    -4.60518     0.39860
    -4.56718     0.39500
    -4.52818     0.39180
    -4.48918     0.38880
    -4.45118     0.46260
    -4.41218     0.46660
    -4.37318     0.45300
    -4.33518     0.46100
    -4.29618     0.53120
    -4.25718     0.49620
    -4.21918     0.51760
    -4.18018     0.54120
    -4.14118     0.56860
    -4.10318     0.61200
    -4.06418     0.60240
    -4.02518     0.58960
    -3.98618     0.61220
    -3.94818     0.64020
    -3.90918     0.67400
    -3.87018     0.71340
    -3.83218     0.74600
    -3.79318     0.70920
    -3.75418     0.71780
    -3.71618     0.72320
    -3.67718     0.73140
    -3.63818     0.74220
    -3.60018     0.71960
    -3.56118     0.70160
    -3.52218     0.69320
    -3.48418     0.68960
    -3.44518     0.68620
    -3.40618     0.68320
    -3.36818     0.68020
    -3.32918     0.67300
    -3.29018     0.66620
    -3.25218     0.66460
    -3.21318     0.66720
    -3.17418     0.67000
    -3.13618     0.67340
    -3.09718     0.67200
    -3.05818     0.66980
    -3.02018     0.66660
    -2.98118     0.66280
    -2.94218     0.65940
    -2.90418     0.65680
    -2.86518     0.65260
    -2.82618     0.64720
    -2.78818     0.64100
    -2.74918     0.63800
    -2.71018     0.63680
    -2.67218     0.63680
    -2.63318     0.64460
    -2.59418     0.64680
    -2.55618     0.64780
    -2.51718     0.64460
    -2.47818     0.64200
    -2.44018     0.63980
    -2.40118     0.63660
    -2.36218     0.63140
    -2.32418     0.62520
    -2.28518     0.62040
    -2.24618     0.61920
    -2.20818     0.62200
    -2.16918     0.62520
    -2.13018     0.60920
    -2.09218     0.58320
    -2.05318     0.54680
    -2.01418     0.50020
    -1.97618     0.46860
    -1.93718     0.43600
    -1.89818     0.39800
    -1.86018     0.36940
    -1.82118     0.35300
    -1.78218     0.33720
    -1.74418     0.32160
    -1.70518     0.30600
    -1.66618     0.29140
    -1.62818     0.27920
    -1.58918     0.26980
    -1.55018     0.25720
    -1.51218     0.24220
    -1.47318     0.22980
    -1.43418     0.21760
    -1.39618     0.20620
    -1.35718     0.19494
    -1.31818     0.18406
    -1.28018     0.17352
    -1.24118     0.16334
    -1.20218     0.15352
    -1.16418     0.14406
    -1.12518     0.13494
    -1.08618     0.12556
    -1.04818     0.11552
    -1.00918     0.10582
    -0.97018     0.09722
    -0.93218     0.08968
    -0.89318     0.08318
    -0.85418     0.07774
    -0.81618     0.07336
    -0.77718     0.07002
    -0.73818     0.06774
    -0.70018     0.06650
    -0.66118     0.03088
    -0.62218     0.02038
    -0.58418     0.01206
    -0.54518     0.00591
    -0.50618     0.00193
    -0.46818     0.00012
    -0.42918     0.00000
    -0.39018     0.00000
    -0.35218     0.00000
    -0.31318     0.00000
    -0.27418     0.00000
    -0.23618     0.00000
    -0.19718     0.00000
    -0.15818     0.00000
    -0.12018     0.00000
    -0.08118     0.00000
    -0.04218     0.00000
    -0.00418     0.00000
     0.03482     0.00385
     0.07382     0.00873
     0.11182     0.01345
     0.15082     0.01799
     0.18982     0.02226
     0.22782     0.02650
     0.26682     0.03160
     0.30582     0.03754
     0.34382     0.04364
     0.38282     0.04976
     0.42182     0.05622
     0.45982     0.06278
     0.49882     0.06946
     0.53782     0.07650
     0.57582     0.08382
     0.61482     0.09140
     0.65382     0.09922
     0.69182     0.10726
     0.73082     0.11558
     0.76982     0.12418
     0.80782     0.13346
     0.84682     0.14346
     0.88582     0.15358
     0.92382     0.16654
     0.96282     0.17992
     1.00182     0.19246
     1.03982     0.20540
     1.07882     0.21900
     1.11782     0.23420
     1.15582     0.25300
     1.19482     0.27500
     1.23382     0.29860
     1.27182     0.32600
     1.31082     0.34740
     1.34982     0.36180
     1.38782     0.37380
     1.42682     0.38320
     1.46582     0.39140
     1.50382     0.41260
     1.54282     0.42700
     1.58182     0.43380
     1.61982     0.43960
     1.65882     0.44580
     1.69782     0.41060
     1.73582     0.37120
     1.77482     0.35400
     1.81382     0.33340
     1.85182     0.30720
     1.89082     0.27200
     1.92982     0.25880
     1.96782     0.23660
     2.00682     0.21080
     2.04582     0.20240
     2.08382     0.19786
     2.12282     0.19692
     2.16182     0.19954
     2.19982     0.20400
     2.23882     0.20860
     2.27782     0.21280
     2.31582     0.21680
     2.35482     0.22060
     2.39382     0.22400
     2.43182     0.22700
     2.47082     0.21960
     2.50982     0.23020
     2.54782     0.24400
     2.58682     0.26160
     2.62582     0.28400
     2.66382     0.30920
     2.70282     0.33100
     2.74182     0.34460
     2.77982     0.34980
     2.81882     0.35320
     2.85782     0.35460
     2.89582     0.36120
     2.93482     0.37520
     2.97382     0.40820
     3.01182     0.45260
     3.05082     0.46440
     3.08982     0.49580
     3.12782     0.51840
     3.16682     0.53160
     3.20582     0.51700
     3.24382     0.50880
     3.28282     0.49740
     3.32182     0.47880
     3.35982     0.45540
     3.39882     0.39200
     3.43782     0.38960
     3.47582     0.41660
     3.51482     0.44040
     3.55382     0.45760
     3.59182     0.46220
     3.63082     0.45460
     3.66982     0.43360
     3.70782     0.40540
     3.74682     0.37940
     3.78582     0.35820
     3.82382     0.34580
     3.86282     0.33720
     3.90182     0.33160
     3.93982     0.32720
     3.97882     0.32420
     4.01782     0.32320
     4.05582     0.32380
     4.09482     0.32360
     4.13382     0.32800
     4.17182     0.33340
     4.21082     0.33820
     4.24982     0.34360
     4.28782     0.35000
     4.32682     0.35740
     4.36582     0.37160
     4.40382     0.39700
     4.44282     0.42860
     4.48182     0.45480
     4.51982     0.47340
     4.55882     0.46920
     4.59782     0.45200
     4.63582     0.41260
     4.67482     0.41800
     4.71382     0.42800
     4.75182     0.43320
     4.79082     0.46800
     4.82982     0.45820
     4.86782     0.46860
     4.90682     0.44440
     4.94582     0.42720
     4.98382     0.40920
     5.02282     0.40320
     5.06182     0.37380
     5.09982     0.37180
     5.13882     0.37260
     5.17782     0.36880
     5.21582     0.36320
     5.25482     0.35940
     5.29382     0.35760
     5.33182     0.35800
     5.37082     0.35920
     5.40982     0.35360
     5.44782     0.35540
     5.48682     0.35840
     5.52582     0.36000
     5.56382     0.36220
     5.60282     0.36740
     5.64182     0.37560
     5.67982     0.38620
     5.71882     0.36020
     5.75782     0.33860
     5.79582     0.31740
     5.83482     0.29820
     5.87382     0.28300
     5.91182     0.27160
     5.95082     0.26400
     5.98982     0.26000
     6.02782     0.25980
     6.06682     0.26120
     6.10582     0.26300
     6.14382     0.26520
     6.18282     0.26740
     6.22182     0.26960
     6.25982     0.27180
     6.29882     0.27380
     6.33782     0.27820
     6.37582     0.28680
     6.41482     0.30780
     6.45382     0.34500
     6.49282     0.39680
     6.53082     0.44960
     6.56982     0.48340
     6.60882     0.50700
     6.64682     0.52060
     6.68582     0.52380
     6.72482     0.53580
     6.76282     0.44360
     6.80182     0.41620
     6.84082     0.39520
     6.87882     0.38040
     6.91782     0.37200
     6.95682     0.36420
     6.99482     0.34960
     7.03382     0.34060
     7.07282     0.33720
     7.11082     0.33040
     7.14982     0.31020
     7.18882     0.27340
     7.22682     0.21980
     7.26582     0.18030
     7.30482     0.17450
     7.34282     0.17166
     7.38182     0.16890
     7.42082     0.16660
     7.45882     0.16374
     7.49782     0.16096
     7.53682     0.15768
     7.57482     0.15390
     7.61382     0.14964
     7.65282     0.14490
     7.69082     0.13978
     7.72982     0.13658
     7.76882     0.13332
     7.80682     0.13026
     7.84582     0.12752
     7.88482     0.12552
     7.92282     0.12400
     7.96182     0.12288
     8.00082     0.12178
     8.03882     0.12038
     8.07782     0.11816
     8.11682     0.11262
     8.15482     0.10934
     8.19382     0.10878
     8.23282     0.10730
     8.27082     0.10486
     8.30982     0.10150
     8.34882     0.09720
     8.38682     0.09196
     8.42582     0.08744
     8.46482     0.08322
     8.50282     0.07916
     8.54182     0.07526
     8.58082     0.07152
     8.61882     0.06794
     8.65782     0.06454
     8.69682     0.06128
     8.73482     0.05820
     8.77382     0.05526
     8.81282     0.05250
     8.85082     0.04988
     8.88982     0.04744
     8.92882     0.04516
     8.96682     0.04304
     9.00582     0.04108
     9.04482     0.03928
     9.08282     0.03764
     9.12182     0.03690
     9.16082     0.03810
     9.19882     0.03880
     9.23782     0.03900
     9.27682     0.03872
     9.31482     0.03792
     9.35382     0.03852
     9.39282     0.03894
     9.43082     0.03814
     9.46982     0.03504
     9.50882     0.02904
     9.54682     0.02012
     9.58582     0.00833
     9.62482     0.00000
     9.66282     0.00000
     9.70182     0.00000
     9.74082     0.00000
     9.77882     0.00000
     9.81782     0.00000
     9.85682     0.00000
     9.89482     0.00000
     9.93382     0.00000
     9.97282     0.00000
    10.01082     0.00000
    10.04982     0.00000
    10.08882     0.00000
    10.12682     0.00000
    10.16582     0.00000
    10.20482     0.00000
    10.24282     0.00000
    10.28182     0.00000
    10.32082     0.00000
    10.35882     0.00000
    10.39782     0.00000
    10.43682     0.00000
    10.47482     0.00000
    10.51382     0.00000
    10.55282     0.00000
    10.59082     0.00000
    10.62982     0.00000
    10.66882     0.00000
    10.70682     0.00000
    10.74582     0.00000
    10.78482     0.00000
    10.82282     0.00000
    10.86182     0.00000
    10.90082     0.00000
    10.93882     0.00000
    10.97782     0.00000
    11.01682     0.00000
    11.05482     0.00000
    11.09382     0.00000
    11.13282     0.00000
    11.17082     0.00000
    11.20982     0.00000
    11.24882     0.00000
    11.28682     0.00000
    11.32582     0.00000
    11.36482     0.00000
