     #Energy       5&8_s
   -13.11293     0.00000
   -13.10093     0.00000
   -13.08993     0.00000
   -13.07893     0.00000
   -13.06793     0.00000
   -13.05693     0.00000
   -13.04593     0.00000
   -13.03493     0.00000
   -13.02293     0.00000
   -13.01193     0.00000
   -13.00093     0.00000
   -12.98993     0.00000
   -12.97893     0.00000
   -12.96793     0.00000
   -12.95593     0.00000
   -12.94493     0.00000
   -12.93393     0.00000
   -12.92293     0.00000
   -12.91193     0.00000
   -12.90093     0.00000
   -12.88993     0.00000
   -12.87793     0.00000
   -12.86693     0.00000
   -12.85593     0.00000
   -12.84493     0.00000
   -12.83393     0.00000
   -12.82293     0.00000
   -12.81093     0.00000
   -12.79993     0.00000
   -12.78893     0.00000
   -12.77793     0.00000
   -12.76693     0.00000
   -12.75593     0.00000
   -12.74393     0.00000
   -12.73293     0.00000
   -12.72193     0.00000
   -12.71093     0.00000
   -12.69993     0.00000
   -12.68893     0.00000
   -12.67793     0.00000
   -12.66593     0.00000
   -12.65493     0.00000
   -12.64393     0.00000
   -12.63293     0.00000
   -12.62193     0.00000
   -12.61093     0.00000
   -12.59893     0.00000
   -12.58793     0.00000
   -12.57693     0.00000
   -12.56593     0.00000
   -12.55493     0.00000
   -12.54393     0.00000
   -12.53293     0.00000
   -12.52093     0.00000
   -12.50993     0.00000
   -12.49893     0.00000
   -12.48793     0.00000
   -12.47693     0.00000
   -12.46593     0.00000
   -12.45393     0.00000
   -12.44293     0.00000
   -12.43193     0.00000
   -12.42093     0.00000
   -12.40993     0.00000
   -12.39893     0.00000
   -12.38793     0.00001
   -12.37593     0.00002
   -12.36493     0.00005
   -12.35393     0.00010
   -12.34293     0.00018
   -12.33193     0.00029
   -12.32093     0.00043
   -12.30893     0.00057
   -12.29793     0.00070
   -12.28693     0.00077
   -12.27593     0.00077
   -12.26493     0.00069
   -12.25393     0.00057
   -12.24193     0.00042
   -12.23093     0.00028
   -12.21993     0.00017
   -12.20893     0.00009
   -12.19793     0.00005
   -12.18693     0.00002
   -12.17593     0.00001
   -12.16393     0.00001
   -12.15293     0.00001
   -12.14193     0.00002
   -12.13093     0.00005
   -12.11993     0.00012
   -12.10893     0.00026
   -12.09693     0.00050
   -12.08593     0.00085
   -12.07493     0.00133
   -12.06393     0.00187
   -12.05293     0.00239
   -12.04193     0.00277
   -12.03093     0.00290
   -12.01893     0.00276
   -12.00793     0.00237
   -11.99693     0.00185
   -11.98593     0.00131
   -11.97493     0.00084
   -11.96393     0.00049
   -11.95193     0.00026
   -11.94093     0.00012
   -11.92993     0.00005
   -11.91893     0.00002
   -11.90793     0.00002
   -11.89693     0.00003
   -11.88493     0.00006
   -11.87393     0.00014
   -11.86293     0.00029
   -11.85193     0.00052
   -11.84093     0.00088
   -11.82993     0.00132
   -11.81893     0.00182
   -11.80693     0.00226
   -11.79593     0.00255
   -11.78493     0.00260
   -11.77393     0.00242
   -11.76293     0.00204
   -11.75193     0.00157
   -11.73993     0.00114
   -11.72893     0.00085
   -11.71793     0.00082
   -11.70693     0.00117
   -11.69593     0.00203
   -11.68493     0.00356
   -11.67393     0.00580
   -11.66193     0.00860
   -11.65093     0.01159
   -11.63993     0.01415
   -11.62893     0.01565
   -11.61793     0.01569
   -11.60693     0.01424
   -11.59493     0.01171
   -11.58393     0.00873
   -11.57293     0.00589
   -11.56193     0.00361
   -11.55093     0.00200
   -11.53993     0.00101
   -11.52793     0.00048
   -11.51693     0.00027
   -11.50593     0.00030
   -11.49493     0.00066
   -11.48393     0.00157
   -11.47293     0.00347
   -11.46193     0.00698
   -11.44993     0.01273
   -11.43893     0.02104
   -11.42793     0.03152
   -11.41693     0.04275
   -11.40593     0.05254
   -11.39493     0.05852
   -11.38293     0.05908
   -11.37193     0.05407
   -11.36093     0.04494
   -11.34993     0.03402
   -11.33893     0.02360
   -11.32793     0.01526
   -11.31693     0.00948
   -11.30493     0.00598
   -11.29393     0.00412
   -11.28293     0.00327
   -11.27193     0.00314
   -11.26093     0.00377
   -11.24993     0.00554
   -11.23793     0.00899
   -11.22693     0.01456
   -11.21593     0.02230
   -11.20493     0.03154
   -11.19393     0.04086
   -11.18293     0.04834
   -11.17193     0.05220
   -11.15993     0.05144
   -11.14893     0.04634
   -11.13793     0.03828
   -11.12693     0.02916
   -11.11593     0.02072
   -11.10493     0.01406
   -11.09293     0.00941
   -11.08193     0.00645
   -11.07093     0.00463
   -11.05993     0.00349
   -11.04893     0.00281
   -11.03793     0.00262
   -11.02593     0.00324
   -11.01493     0.00518
   -11.00393     0.00907
   -10.99293     0.01540
   -10.98193     0.02422
   -10.97093     0.03471
   -10.95993     0.04516
   -10.94793     0.05324
   -10.93693     0.05688
   -10.92593     0.05507
   -10.91493     0.04830
   -10.90393     0.03838
   -10.89293     0.02762
   -10.88093     0.01803
   -10.86993     0.01069
   -10.85893     0.00586
   -10.84793     0.00328
   -10.83693     0.00268
   -10.82593     0.00429
   -10.81493     0.00914
   -10.80293     0.01920
   -10.79193     0.03712
   -10.78093     0.06524
   -10.76993     0.10410
   -10.75893     0.15080
   -10.74793     0.19840
   -10.73593     0.23720
   -10.72493     0.25760
   -10.71393     0.25420
   -10.70293     0.22840
   -10.69193     0.18686
   -10.68093     0.13960
   -10.66893     0.09606
   -10.65793     0.06258
   -10.64693     0.04196
   -10.63593     0.03434
   -10.62493     0.03884
   -10.61393     0.05446
   -10.60293     0.08014
   -10.59093     0.11419
   -10.57993     0.15324
   -10.56893     0.19184
   -10.55793     0.22300
   -10.54693     0.23980
   -10.53593     0.23770
   -10.52393     0.21680
   -10.51293     0.18149
   -10.50193     0.13911
   -10.49093     0.09746
   -10.47993     0.06232
   -10.46893     0.03632
   -10.45793     0.01927
   -10.44593     0.00930
   -10.43493     0.00408
   -10.42393     0.00163
   -10.41293     0.00059
   -10.40193     0.00019
   -10.39093     0.00006
   -10.37893     0.00002
   -10.36793     0.00001
   -10.35693     0.00002
   -10.34593     0.00004
   -10.33493     0.00007
   -10.32393     0.00012
   -10.31293     0.00018
   -10.30093     0.00025
   -10.28993     0.00033
   -10.27893     0.00043
   -10.26793     0.00062
   -10.25693     0.00113
   -10.24593     0.00241
   -10.23393     0.00533
   -10.22293     0.01134
   -10.21193     0.02246
   -10.20093     0.04096
   -10.18993     0.06849
   -10.17893     0.10501
   -10.16693     0.14767
   -10.15593     0.19076
   -10.14493     0.22720
   -10.13393     0.25080
   -10.12293     0.26000
   -10.11193     0.25800
   -10.10093     0.25120
   -10.08893     0.24540
   -10.07793     0.24280
   -10.06693     0.24020
   -10.05593     0.23160
   -10.04493     0.21220
   -10.03393     0.18152
   -10.02193     0.14390
   -10.01093     0.10656
    -9.99993     0.07656
    -9.98893     0.05864
    -9.97793     0.05420
    -9.96693     0.06158
    -9.95593     0.07672
    -9.94393     0.09393
    -9.93293     0.10722
    -9.92193     0.11197
    -9.91093     0.10628
    -9.89993     0.09156
    -9.88893     0.07169
    -9.87693     0.05150
    -9.86593     0.03534
    -9.85493     0.02652
    -9.84393     0.02792
    -9.83293     0.04268
    -9.82193     0.07441
    -9.80993     0.12587
    -9.79893     0.19635
    -9.78793     0.27920
    -9.77693     0.36170
    -9.76593     0.42800
    -9.75493     0.46530
    -9.74393     0.47020
    -9.73193     0.45000
    -9.72093     0.41960
    -9.70993     0.39520
    -9.69893     0.38690
    -9.68793     0.39580
    -9.67693     0.41440
    -9.66493     0.43020
    -9.65393     0.43140
    -9.64293     0.41080
    -9.63193     0.37020
    -9.62093     0.31940
    -9.60993     0.27420
    -9.59893     0.24940
    -9.58693     0.25380
    -9.57593     0.28640
    -9.56493     0.33620
    -9.55393     0.38580
    -9.54293     0.41660
    -9.53193     0.41560
    -9.51993     0.38000
    -9.50893     0.31720
    -9.49793     0.24100
    -9.48693     0.16675
    -9.47593     0.10485
    -9.46493     0.05992
    -9.45293     0.03120
    -9.44193     0.01514
    -9.43093     0.00781
    -9.41993     0.00664
    -9.40893     0.01114
    -9.39793     0.02300
    -9.38693     0.04564
    -9.37493     0.08300
    -9.36393     0.13761
    -9.35293     0.20860
    -9.34193     0.29100
    -9.33093     0.37740
    -9.31993     0.46310
    -9.30793     0.54940
    -9.29693     0.64440
    -9.28593     0.75660
    -9.27493     0.88520
    -9.26393     1.01280
    -9.25293     1.10740
    -9.24193     1.13490
    -9.22993     1.07580
    -9.21893     0.93520
    -9.20793     0.74190
    -9.19693     0.53560
    -9.18593     0.35140
    -9.17493     0.20920
    -9.16293     0.11302
    -9.15193     0.05560
    -9.14093     0.02556
    -9.12993     0.01292
    -9.11893     0.01183
    -9.10793     0.02134
    -9.09693     0.04516
    -9.08493     0.09062
    -9.07393     0.16625
    -9.06293     0.27760
    -9.05193     0.42200
    -9.04093     0.58400
    -9.02993     0.73660
    -9.01793     0.84750
    -9.00693     0.89000
    -8.99593     0.85370
    -8.98493     0.74860
    -8.97393     0.60020
    -8.96293     0.44040
    -8.95093     0.29570
    -8.93993     0.18173
    -8.92893     0.10232
    -8.91793     0.05308
    -8.90693     0.02624
    -8.89593     0.01444
    -8.88493     0.01279
    -8.87293     0.01909
    -8.86193     0.03308
    -8.85093     0.05504
    -8.83993     0.08438
    -8.82893     0.11869
    -8.81793     0.15387
    -8.80593     0.18540
    -8.79493     0.21000
    -8.78393     0.22630
    -8.77293     0.23480
    -8.76193     0.23610
    -8.75093     0.23140
    -8.73993     0.22260
    -8.72793     0.21520
    -8.71693     0.21880
    -8.70593     0.24500
    -8.69493     0.30240
    -8.68393     0.39020
    -8.67293     0.49480
    -8.66093     0.59120
    -8.64993     0.65120
    -8.63893     0.65480
    -8.62793     0.59820
    -8.61693     0.49590
    -8.60593     0.37260
    -8.59393     0.25380
    -8.58293     0.15669
    -8.57193     0.08804
    -8.56093     0.04598
    -8.54993     0.02500
    -8.53893     0.02024
    -8.52793     0.03019
    -8.51593     0.05711
    -8.50493     0.10563
    -8.49393     0.17936
    -8.48293     0.27660
    -8.47193     0.38650
    -8.46093     0.48930
    -8.44893     0.56140
    -8.43793     0.58390
    -8.42693     0.55100
    -8.41593     0.47360
    -8.40493     0.37410
    -8.39393     0.27920
    -8.38293     0.21040
    -8.37093     0.17890
    -8.35993     0.18470
    -8.34893     0.21810
    -8.33793     0.26300
    -8.32693     0.30180
    -8.31593     0.32000
    -8.30393     0.31220
    -8.29293     0.28340
    -8.28193     0.24800
    -8.27093     0.22420
    -8.25993     0.22720
    -8.24893     0.26380
    -8.23793     0.32860
    -8.22593     0.40460
    -8.21493     0.46840
    -8.20393     0.49860
    -8.19293     0.48340
    -8.18193     0.42540
    -8.17093     0.33960
    -8.15893     0.24560
    -8.14793     0.16090
    -8.13693     0.09552
    -8.12593     0.05138
    -8.11493     0.02504
    -8.10393     0.01105
    -8.09193     0.00442
    -8.08093     0.00160
    -8.06993     0.00053
    -8.05893     0.00016
    -8.04793     0.00004
    -8.03693     0.00001
    -8.02593     0.00000
    -8.01393     0.00000
    -8.00293     0.00000
    -7.99193     0.00000
    -7.98093     0.00002
    -7.96993     0.00008
    -7.95893     0.00029
    -7.94693     0.00092
    -7.93593     0.00269
    -7.92493     0.00709
    -7.91393     0.01692
    -7.90293     0.03662
    -7.89193     0.07176
    -7.88093     0.12746
    -7.86893     0.20520
    -7.85793     0.29940
    -7.84693     0.39660
    -7.83593     0.47860
    -7.82493     0.53020
    -7.81393     0.54980
    -7.80193     0.55580
    -7.79093     0.58620
    -7.77993     0.68800
    -7.76893     0.89800
    -7.75793     1.22340
    -7.74693     1.62740
    -7.73493     2.03400
    -7.72393     2.34800
    -7.71293     2.49800
    -7.70193     2.46000
    -7.69093     2.26400
    -7.67993     1.97320
    -7.66893     1.65560
    -7.65693     1.35360
    -7.64593     1.08240
    -7.63493     0.84200
    -7.62393     0.63240
    -7.61293     0.46000
    -7.60193     0.33740
    -7.58993     0.27540
    -7.57893     0.28000
    -7.56793     0.34820
    -7.55693     0.46940
    -7.54593     0.62500
    -7.53493     0.79220
    -7.52393     0.94830
    -7.51193     1.07730
    -7.50093     1.17460
    -7.48993     1.24510
    -7.47893     1.29620
    -7.46793     1.32810
    -7.45693     1.33060
    -7.44493     1.29060
    -7.43393     1.20510
    -7.42293     1.09300
    -7.41193     0.99350
    -7.40093     0.95090
    -7.38993     0.99530
    -7.37893     1.12590
    -7.36693     1.31030
    -7.35593     1.49510
    -7.34493     1.62570
    -7.33393     1.66370
    -7.32293     1.59670
    -7.31193     1.43760
    -7.29993     1.21810
    -7.28893     0.97770
    -7.27793     0.75430
    -7.26693     0.57490
    -7.25593     0.45120
    -7.24493     0.37970
    -7.23293     0.34730
    -7.22193     0.34030
    -7.21093     0.35200
    -7.19993     0.38540
    -7.18893     0.44900
    -7.17793     0.54760
    -7.16693     0.67350
    -7.15493     0.80270
    -7.14393     0.90080
    -7.13293     0.93620
    -7.12193     0.89410
    -7.11093     0.78350
    -7.09993     0.63340
    -7.08793     0.48050
    -7.07693     0.35440
    -7.06593     0.26880
    -7.05493     0.22140
    -7.04393     0.19892
    -7.03293     0.18548
    -7.02193     0.16930
    -7.00993     0.14560
    -6.99893     0.11584
    -6.98793     0.08500
    -6.97693     0.05848
    -6.96593     0.04022
    -6.95493     0.03224
    -6.94293     0.03524
    -6.93193     0.04934
    -6.92093     0.07444
    -6.90993     0.11066
    -6.89893     0.15833
    -6.88793     0.21800
    -6.87593     0.28900
    -6.86493     0.36780
    -6.85393     0.44580
    -6.84293     0.50900
    -6.83193     0.54160
    -6.82093     0.53310
    -6.80993     0.48320
    -6.79793     0.40350
    -6.78693     0.31400
    -6.77593     0.23560
    -6.76493     0.18416
    -6.75393     0.16648
    -6.74293     0.18006
    -6.73093     0.21440
    -6.71993     0.25420
    -6.70893     0.28330
    -6.69793     0.29000
    -6.68693     0.27060
    -6.67593     0.23000
    -6.66493     0.17954
    -6.65293     0.13314
    -6.64193     0.10321
    -6.63093     0.09928
    -6.61993     0.12758
    -6.60893     0.19017
    -6.59793     0.28290
    -6.58593     0.39300
    -6.57493     0.49920
    -6.56393     0.57660
    -6.55293     0.60460
    -6.54193     0.57560
    -6.53093     0.49830
    -6.51893     0.39400
    -6.50793     0.28810
    -6.49693     0.20200
    -6.48593     0.14756
    -6.47493     0.12735
    -6.46393     0.13580
    -6.45293     0.16234
    -6.44093     0.19430
    -6.42993     0.22020
    -6.41893     0.23300
    -6.40793     0.23250
    -6.39693     0.22500
    -6.38593     0.22020
    -6.37393     0.22740
    -6.36293     0.25260
    -6.35193     0.30000
    -6.34093     0.37420
    -6.32993     0.48180
    -6.31893     0.62700
    -6.30793     0.80440
    -6.29593     0.99170
    -6.28493     1.15020
    -6.27393     1.23740
    -6.26293     1.22590
    -6.25193     1.11730
    -6.24093     0.94280
    -6.22893     0.74960
    -6.21793     0.57980
    -6.20693     0.45640
    -6.19593     0.37860
    -6.18493     0.33040
    -6.17393     0.29180
    -6.16293     0.24980
    -6.15093     0.20040
    -6.13993     0.14822
    -6.12893     0.10006
    -6.11793     0.06143
    -6.10693     0.03424
    -6.09593     0.01737
    -6.08393     0.00825
    -6.07293     0.00442
    -6.06193     0.00472
    -6.05093     0.01007
    -6.03993     0.02438
    -6.02893     0.05536
    -6.01693     0.11469
    -6.00593     0.21620
    -5.99493     0.37140
    -5.98393     0.58260
    -5.97293     0.83760
    -5.96193     1.10840
    -5.95093     1.35890
    -5.93893     1.55490
    -5.92793     1.67360
    -5.91693     1.70600
    -5.90593     1.65300
    -5.89493     1.52140
    -5.88393     1.32420
    -5.87193     1.08200
    -5.86093     0.82340
    -5.84993     0.57940
    -5.83893     0.37470
    -5.82793     0.22210
    -5.81693     0.12104
    -5.80593     0.06244
    -5.79393     0.03452
    -5.78293     0.02734
    -5.77193     0.03428
    -5.76093     0.05127
    -5.74993     0.07483
    -5.73893     0.10056
    -5.72693     0.12288
    -5.71593     0.13621
    -5.70493     0.13716
    -5.69393     0.12620
    -5.68293     0.10824
    -5.67193     0.09190
    -5.65993     0.08825
    -5.64893     0.10984
    -5.63793     0.16925
    -5.62693     0.27620
    -5.61593     0.43260
    -5.60493     0.62640
    -5.59393     0.82890
    -5.58193     0.99900
    -5.57093     1.09540
    -5.55993     1.09260
    -5.54893     0.99130
    -5.53793     0.81800
    -5.52693     0.61390
    -5.51493     0.41900
    -5.50393     0.26000
    -5.49293     0.14665
    -5.48193     0.07521
    -5.47093     0.03510
    -5.45993     0.01500
    -5.44893     0.00619
    -5.43693     0.00333
    -5.42593     0.00398
    -5.41493     0.00777
    -5.40393     0.01564
    -5.39293     0.02904
    -5.38193     0.04898
    -5.36993     0.07486
    -5.35893     0.10366
    -5.34793     0.13005
    -5.33693     0.14791
    -5.32593     0.15268
    -5.31493     0.14365
    -5.30393     0.12492
    -5.29193     0.10478
    -5.28093     0.09412
    -5.26993     0.10472
    -5.25893     0.14744
    -5.24793     0.22940
    -5.23693     0.34980
    -5.22493     0.49580
    -5.21393     0.64240
    -5.20293     0.75740
    -5.19193     0.81280
    -5.18093     0.79800
    -5.16993     0.72420
    -5.15793     0.62060
    -5.14693     0.52040
    -5.13593     0.44740
    -5.12493     0.40780
    -5.11393     0.39040
    -5.10293     0.37680
    -5.09193     0.35080
    -5.07993     0.30580
    -5.06893     0.24550
    -5.05793     0.18021
    -5.04693     0.12046
    -5.03593     0.07321
    -5.02493     0.04043
    -5.01293     0.02028
    -5.00193     0.00924
    -4.99093     0.00382
    -4.97993     0.00143
    -4.96893     0.00049
    -4.95793     0.00015
    -4.94693     0.00004
    -4.93493     0.00001
    -4.92393     0.00000
    -4.91293     0.00000
    -4.90193     0.00000
    -4.89093     0.00000
    -4.87993     0.00000
    -4.86793     0.00000
    -4.85693     0.00001
    -4.84593     0.00006
    -4.83493     0.00020
    -4.82393     0.00063
    -4.81293     0.00185
    -4.80093     0.00490
    -4.78993     0.01173
    -4.77893     0.02547
    -4.76793     0.05011
    -4.75693     0.08930
    -4.74593     0.14417
    -4.73493     0.21080
    -4.72293     0.27940
    -4.71193     0.33540
    -4.70093     0.36480
    -4.68993     0.35960
    -4.67893     0.32100
    -4.66793     0.25960
    -4.65593     0.19024
    -4.64493     0.12632
    -4.63393     0.07606
    -4.62293     0.04175
    -4.61193     0.02156
    -4.60093     0.01227
    -4.58993     0.01160
    -4.57793     0.01939
    -4.56693     0.03776
    -4.55593     0.07002
    -4.54493     0.11869
    -4.53393     0.18250
    -4.52293     0.25420
    -4.51093     0.32100
    -4.49993     0.36720
    -4.48893     0.38040
    -4.47793     0.35720
    -4.46693     0.30400
    -4.45593     0.23500
    -4.44393     0.16586
    -4.43293     0.10908
    -4.42193     0.07122
    -4.41093     0.05346
    -4.39993     0.05344
    -4.38893     0.06702
    -4.37793     0.08894
    -4.36593     0.11331
    -4.35493     0.13430
    -4.34393     0.14722
    -4.33293     0.14974
    -4.32193     0.14216
    -4.31093     0.12680
    -4.29893     0.10686
    -4.28793     0.08539
    -4.27693     0.06476
    -4.26593     0.04666
    -4.25493     0.03222
    -4.24393     0.02210
    -4.23293     0.01653
    -4.22093     0.01548
    -4.20993     0.01871
    -4.19893     0.02594
    -4.18793     0.03676
    -4.17693     0.05054
    -4.16593     0.06606
    -4.15393     0.08128
    -4.14293     0.09344
    -4.13193     0.09966
    -4.12093     0.09804
    -4.10993     0.08852
    -4.09893     0.07308
    -4.08793     0.05500
    -4.07593     0.03766
    -4.06493     0.02344
    -4.05393     0.01324
    -4.04293     0.00680
    -4.03193     0.00323
    -4.02093     0.00156
    -4.00893     0.00116
    -3.99793     0.00186
    -3.98693     0.00398
    -3.97593     0.00830
    -3.96493     0.01583
    -3.95393     0.02742
    -3.94193     0.04300
    -3.93093     0.06114
    -3.91993     0.07875
    -3.90893     0.09192
    -3.89793     0.09724
    -3.88693     0.09328
    -3.87593     0.08120
    -3.86393     0.06430
    -3.85293     0.04656
    -3.84193     0.03126
    -3.83093     0.02032
    -3.81993     0.01429
    -3.80893     0.01291
    -3.79693     0.01565
    -3.78593     0.02180
    -3.77493     0.03030
    -3.76393     0.03954
    -3.75293     0.04744
    -3.74193     0.05204
    -3.73093     0.05214
    -3.71893     0.04776
    -3.70793     0.04008
    -3.69693     0.03094
    -3.68593     0.02206
    -3.67493     0.01462
    -3.66393     0.00914
    -3.65193     0.00558
    -3.64093     0.00376
    -3.62993     0.00352
    -3.61893     0.00496
    -3.60793     0.00837
    -3.59693     0.01414
    -3.58493     0.02248
    -3.57393     0.03318
    -3.56293     0.04552
    -3.55193     0.05824
    -3.54093     0.06980
    -3.52993     0.07880
    -3.51893     0.08430
    -3.50693     0.08600
    -3.49593     0.08438
    -3.48493     0.08052
    -3.47393     0.07598
    -3.46293     0.07252
    -3.45193     0.07192
    -3.43993     0.07564
    -3.42893     0.08427
    -3.41793     0.09726
    -3.40693     0.11260
    -3.39593     0.12708
    -3.38493     0.13690
    -3.37393     0.13878
    -3.36193     0.13114
    -3.35093     0.11468
    -3.33993     0.09232
    -3.32893     0.06816
    -3.31793     0.04600
    -3.30693     0.02832
    -3.29493     0.01588
    -3.28393     0.00812
    -3.27293     0.00378
    -3.26193     0.00162
    -3.25093     0.00066
    -3.23993     0.00033
    -3.22893     0.00037
    -3.21693     0.00084
    -3.20593     0.00210
    -3.19493     0.00488
    -3.18393     0.01030
    -3.17293     0.01974
    -3.16193     0.03434
    -3.14993     0.05426
    -3.13893     0.07788
    -3.12793     0.10176
    -3.11693     0.12124
    -3.10593     0.13211
    -3.09493     0.13218
    -3.08293     0.12206
    -3.07193     0.10472
    -3.06093     0.08409
    -3.04993     0.06370
    -3.03893     0.04592
    -3.02793     0.03194
    -3.01693     0.02218
    -3.00493     0.01666
    -2.99393     0.01515
    -2.98293     0.01719
    -2.97193     0.02202
    -2.96093     0.02846
    -2.94993     0.03509
    -2.93793     0.04051
    -2.92693     0.04385
    -2.91593     0.04514
    -2.90493     0.04541
    -2.89393     0.04628
    -2.88293     0.04926
    -2.87193     0.05502
    -2.85993     0.06313
    -2.84893     0.07233
    -2.83793     0.08118
    -2.82693     0.08867
    -2.81593     0.09434
    -2.80493     0.09796
    -2.79293     0.09914
    -2.78193     0.09720
    -2.77093     0.09140
    -2.75993     0.08159
    -2.74893     0.06846
    -2.73793     0.05356
    -2.72593     0.03884
    -2.71493     0.02600
    -2.70393     0.01604
    -2.69293     0.00917
    -2.68193     0.00497
    -2.67093     0.00278
    -2.65993     0.00204
    -2.64793     0.00245
    -2.63693     0.00417
    -2.62593     0.00773
    -2.61493     0.01392
    -2.60393     0.02340
    -2.59293     0.03620
    -2.58093     0.05112
    -2.56993     0.06574
    -2.55893     0.07692
    -2.54793     0.08180
    -2.53693     0.07910
    -2.52593     0.06956
    -2.51493     0.05578
    -2.50293     0.04104
    -2.49193     0.02830
    -2.48093     0.01931
    -2.46993     0.01467
    -2.45893     0.01392
    -2.44793     0.01610
    -2.43593     0.01999
    -2.42493     0.02447
    -2.41393     0.02872
    -2.40293     0.03244
    -2.39193     0.03572
    -2.38093     0.03874
    -2.36993     0.04145
    -2.35793     0.04327
    -2.34693     0.04336
    -2.33593     0.04108
    -2.32493     0.03650
    -2.31393     0.03058
    -2.30293     0.02494
    -2.29093     0.02130
    -2.27993     0.02096
    -2.26893     0.02438
    -2.25793     0.03096
    -2.24693     0.03904
    -2.23593     0.04642
    -2.22393     0.05106
    -2.21293     0.05184
    -2.20193     0.04900
    -2.19093     0.04406
    -2.17993     0.03898
    -2.16893     0.03562
    -2.15793     0.03508
    -2.14593     0.03790
    -2.13493     0.04416
    -2.12393     0.05362
    -2.11293     0.06567
    -2.10193     0.07923
    -2.09093     0.09283
    -2.07893     0.10493
    -2.06793     0.11418
    -2.05693     0.11960
    -2.04593     0.12056
    -2.03493     0.11698
    -2.02393     0.10952
    -2.01293     0.09986
    -2.00093     0.09061
    -1.98993     0.08440
    -1.97893     0.08302
    -1.96793     0.08658
    -1.95693     0.09346
    -1.94593     0.10078
    -1.93393     0.10534
    -1.92293     0.10462
    -1.91193     0.09764
    -1.90093     0.08524
    -1.88993     0.06970
    -1.87893     0.05392
    -1.86693     0.04034
    -1.85593     0.03033
    -1.84493     0.02401
    -1.83393     0.02066
    -1.82293     0.01921
    -1.81193     0.01853
    -1.80093     0.01778
    -1.78893     0.01643
    -1.77793     0.01434
    -1.76693     0.01169
    -1.75593     0.00889
    -1.74493     0.00632
    -1.73393     0.00427
    -1.72193     0.00289
    -1.71093     0.00223
    -1.69993     0.00237
    -1.68893     0.00351
    -1.67793     0.00599
    -1.66693     0.01027
    -1.65593     0.01672
    -1.64393     0.02544
    -1.63293     0.03598
    -1.62193     0.04716
    -1.61093     0.05714
    -1.59993     0.06386
    -1.58893     0.06562
    -1.57693     0.06186
    -1.56593     0.05340
    -1.55493     0.04217
    -1.54393     0.03049
    -1.53293     0.02034
    -1.52193     0.01290
    -1.50993     0.00846
    -1.49893     0.00676
    -1.48793     0.00719
    -1.47693     0.00904
    -1.46593     0.01154
    -1.45493     0.01389
    -1.44393     0.01541
    -1.43193     0.01567
    -1.42093     0.01468
    -1.40993     0.01285
    -1.39893     0.01079
    -1.38793     0.00906
    -1.37693     0.00797
    -1.36493     0.00753
    -1.35393     0.00761
    -1.34293     0.00803
    -1.33193     0.00873
    -1.32093     0.00972
    -1.30993     0.01098
    -1.29893     0.01235
    -1.28693     0.01352
    -1.27593     0.01410
    -1.26493     0.01378
    -1.25393     0.01250
    -1.24293     0.01047
    -1.23193     0.00806
    -1.21993     0.00570
    -1.20893     0.00369
    -1.19793     0.00219
    -1.18693     0.00119
    -1.17593     0.00059
    -1.16493     0.00027
    -1.15393     0.00011
    -1.14193     0.00004
    -1.13093     0.00002
    -1.11993     0.00001
    -1.10893     0.00000
    -1.09793     0.00001
    -1.08693     0.00004
    -1.07493     0.00013
    -1.06393     0.00039
    -1.05293     0.00104
    -1.04193     0.00254
    -1.03093     0.00563
    -1.01993     0.01131
    -1.00793     0.02062
    -0.99693     0.03410
    -0.98593     0.05116
    -0.97493     0.06965
    -0.96393     0.08607
    -0.95293     0.09657
    -0.94193     0.09843
    -0.92993     0.09117
    -0.91893     0.07679
    -0.90793     0.05892
    -0.89693     0.04138
    -0.88593     0.02708
    -0.87493     0.01754
    -0.86293     0.01326
    -0.85193     0.01449
    -0.84093     0.02186
    -0.82993     0.03675
    -0.81893     0.06092
    -0.80793     0.09558
    -0.79693     0.13996
    -0.78493     0.19005
    -0.77393     0.23840
    -0.76293     0.27540
    -0.75193     0.29300
    -0.74093     0.28640
    -0.72993     0.25800
    -0.71793     0.21560
    -0.70693     0.17071
    -0.69593     0.13560
    -0.68493     0.12046
    -0.67393     0.13153
    -0.66293     0.16985
    -0.65093     0.23060
    -0.63993     0.30320
    -0.62893     0.37360
    -0.61793     0.42740
    -0.60693     0.45410
    -0.59593     0.44980
    -0.58493     0.41680
    -0.57293     0.36240
    -0.56193     0.29660
    -0.55093     0.22900
    -0.53993     0.16840
    -0.52893     0.12137
    -0.51793     0.09085
    -0.50593     0.07620
    -0.49493     0.07352
    -0.48393     0.07702
    -0.47293     0.08077
    -0.46193     0.08063
    -0.45093     0.07541
    -0.43993     0.06706
    -0.42793     0.05980
    -0.41693     0.05855
    -0.40593     0.06736
    -0.39493     0.08803
    -0.38393     0.11941
    -0.37293     0.15757
    -0.36093     0.19702
    -0.34993     0.23280
    -0.33893     0.26220
    -0.32793     0.28500
    -0.31693     0.30250
    -0.30593     0.31450
    -0.29493     0.31830
    -0.28293     0.30980
    -0.27193     0.28600
    -0.26093     0.24760
    -0.24993     0.19983
    -0.23893     0.15001
    -0.22793     0.10504
    -0.21593     0.06938
    -0.20493     0.04409
    -0.19393     0.02777
    -0.18293     0.01785
    -0.17193     0.01186
    -0.16093     0.00801
    -0.14893     0.00536
    -0.13793     0.00351
    -0.12693     0.00239
